reg_name,reg_addr
PFDR_W,0xFFFFF74E
PEIOR_W,0xFFFFF750
PECR_W,0xFFFFF752
PEDR_W,0xFFFFF754
PLCRH_W,0xFFFFF758
PLCRL_W,0xFFFFF75A
PLIR_W,0xFFFFF75C
PGIOR_W,0xFFFFF760
PGCR_W,0xFFFFF762
PGDR_W,0xFFFFF764
PJIOR_W,0xFFFFF766
PJCRH_W,0xFFFFF768
PJCRL_W,0xFFFFF76A
PJDR_W,0xFFFFF76C
PKIOR_W,0xFFFFF770
PKCRH_W,0xFFFFF772
PKCRL_W,0xFFFFF774
PKIR_W,0xFFFFF776
PKDR_W,0xFFFFF778
PAPR_W,0xFFFFF780
PBPR_W,0xFFFFF782
PDPR_W,0xFFFFF784
PJPR_W,0xFFFFF786
PLPR_W,0xFFFFF788
HUDI_SDIR_W,0xFFFFF7C0
HUDI_SDSR_W,0xFFFFF7C2
HUDI_SDDRH_W,0xFFFFF7C4
HUDI_SDDRL_W,0xFFFFF7C6
ADDR0H_B,0xFFFFF800
ADDR0L_B,0xFFFFF801
ADDR1H_B,0xFFFFF802
ADDR1L_B,0xFFFFF803
ADDR2H_B,0xFFFFF804
ADDR2L_B,0xFFFFF805
ADDR3H_B,0xFFFFF806
ADDR3L_B,0xFFFFF807
ADDR4H_B,0xFFFFF808
ADDR4L_B,0xFFFFF809
ADDR5H_B,0xFFFFF80A
ADDR5L_B,0xFFFFF80B
ADDR6H_B,0xFFFFF80C
ADDR6L_B,0xFFFFF80D
ADDR7H_B,0xFFFFF80E
ADDR7L_B,0xFFFFF80F
ADDR8H_B,0xFFFFF810
ADDR8L_B,0xFFFFF811
ADDR9H_B,0xFFFFF812
ADDR9L_B,0xFFFFF813
ADDR10H_B,0xFFFFF814
ADDR10L_B,0xFFFFF815
ADDR11H_B,0xFFFFF816
ADDR11L_B,0xFFFFF817
ADDR12H_B,0xFFFFF820
ADDR12L_B,0xFFFFF821
ADDR13H_B,0xFFFFF822
ADDR13L_B,0xFFFFF823
ADDR14H_B,0xFFFFF824
ADDR14L_B,0xFFFFF825
ADDR15H_B,0xFFFFF826
ADDR15L_B,0xFFFFF827
ADTRGR1_B,0xFFFFF72E
ADTRG0_B,0xFFFFF76E
ADCSR0_B,0xFFFFF818
ADCR0_B,0xFFFFF819
ADCSR1_B,0xFFFFF838
ADCR1_B,0xFFFFF839
