reg_name,reg_addr
HCAN0_MB1[15][16]_W,0xFFFFD130
HCAN0_MB1[17][18]_W,0xFFFFD132
HCAN0_MB2[0][1]_W,0xFFFFD140
HCAN0_MB2[2][3]_W,0xFFFFD142
HCAN0_MB2[4][5]_W,0xFFFFD144
HCAN0_MB2[6]_W,0xFFFFD146
HCAN0_MB2[7][8]_W,0xFFFFD148
HCAN0_MB2[9][10]_W,0xFFFFD14A
HCAN0_MB2[11][12]_W,0xFFFFD14C
HCAN0_MB2[13][14]_W,0xFFFFD14E
HCAN0_MB2[15][16]_W,0xFFFFD150
HCAN0_MB2[17][18]_W,0xFFFFD152
HCAN0_MB3[0][1]_W,0xFFFFD160
HCAN0_MB3[2][3]_W,0xFFFFD162
HCAN0_MB3[4][5]_W,0xFFFFD164
HCAN0_MB3[6]_W,0xFFFFD166
HCAN0_MB3[7][8]_W,0xFFFFD168
HCAN0_MB3[9][10]_W,0xFFFFD16A
HCAN0_MB3[11][12]_W,0xFFFFD16C
HCAN0_MB3[13][14]_W,0xFFFFD16E
HCAN0_MB3[15][16]_W,0xFFFFD170
HCAN0_MB3[17][18]_W,0xFFFFD172
HCAN0_MB4[0][1]_W,0xFFFFD180
HCAN0_MB4[2][3]_W,0xFFFFD182
HCAN0_MB4[4][5]_W,0xFFFFD184
HCAN0_MB4[6]_W,0xFFFFD186
HCAN0_MB4[7][8]_W,0xFFFFD188
HCAN0_MB4[9][10]_W,0xFFFFD18A
HCAN0_MB4[11][12]_W,0xFFFFD18C
HCAN0_MB4[13][14]_W,0xFFFFD18E
HCAN0_MB4[15][16]_W,0xFFFFD190
HCAN0_MB4[17][18]_W,0xFFFFD192
HCAN0_MB5[0][1]_W,0xFFFFD1A0
HCAN0_MB5[2][3]_W,0xFFFFD1A2
HCAN0_MB5[4][5]_W,0xFFFFD1A4
HCAN0_MB5[6]_W,0xFFFFD1A6
HCAN0_MB5[7][8]_W,0xFFFFD1A8
HCAN0_MB5[9][10]_W,0xFFFFD1AA
HCAN0_MB5[11][12]_W,0xFFFFD1AC
HCAN0_MB5[13][14]_W,0xFFFFD1AE
HCAN0_MB5[15][16]_W,0xFFFFD1B0
HCAN0_MB5[17][18]_W,0xFFFFD1B2
HCAN0_MB6[0][1]_W,0xFFFFD1C0
HCAN0_MB6[2][3]_W,0xFFFFD1C2
HCAN0_MB6[4][5]_W,0xFFFFD1C4
HCAN0_MB6[6]_W,0xFFFFD1C6
HCAN0_MB6[7][8]_W,0xFFFFD1C8
HCAN0_MB6[9][10]_W,0xFFFFD1CA
HCAN0_MB6[11][12]_W,0xFFFFD1CC
HCAN0_MB6[13][14]_W,0xFFFFD1CE
HCAN0_MB6[15][16]_W,0xFFFFD1D0
HCAN0_MB6[17][18]_W,0xFFFFD1D2
HCAN0_MB7[0][1]_W,0xFFFFD1E0
HCAN0_MB7[2][3]_W,0xFFFFD1E2
HCAN0_MB7[4][5]_W,0xFFFFD1E4
HCAN0_MB7[6]_W,0xFFFFD1E6
HCAN0_MB7[7][8]_W,0xFFFFD1E8
HCAN0_MB7[9][10]_W,0xFFFFD1EA
HCAN0_MB7[11][12]_W,0xFFFFD1EC
HCAN0_MB7[13][14]_W,0xFFFFD1EE
HCAN0_MB7[15][16]_W,0xFFFFD1F0
HCAN0_MB7[17][18]_W,0xFFFFD1F2
HCAN0_MB8[0][1]_W,0xFFFFD200
HCAN0_MB8[2][3]_W,0xFFFFD202
HCAN0_MB8[4][5]_W,0xFFFFD204
HCAN0_MB8[6]_W,0xFFFFD206
HCAN0_MB8[7][8]_W,0xFFFFD208
HCAN0_MB8[9][10]_W,0xFFFFD20A
HCAN0_MB8[11][12]_W,0xFFFFD20C
HCAN0_MB8[13][14]_W,0xFFFFD20E
HCAN0_MB8[15][16]_W,0xFFFFD210
HCAN0_MB8[17][18]_W,0xFFFFD212
HCAN0_MB9[0][1]_W,0xFFFFD220
HCAN0_MB9[2][3]_W,0xFFFFD222
HCAN0_MB9[4][5]_W,0xFFFFD224
HCAN0_MB9[6]_W,0xFFFFD226
HCAN0_MB9[7][8]_W,0xFFFFD228
HCAN0_MB9[9][10]_W,0xFFFFD22A
HCAN0_MB9[11][12]_W,0xFFFFD22C
HCAN0_MB9[13][14]_W,0xFFFFD22E
HCAN0_MB9[15][16]_W,0xFFFFD230
HCAN0_MB9[17][18]_W,0xFFFFD232
HCAN0_MB10[0][1]_W,0xFFFFD240
HCAN0_MB10[2][3]_W,0xFFFFD242
HCAN0_MB10[4][5]_W,0xFFFFD244
HCAN0_MB10[6]_W,0xFFFFD246
HCAN0_MB10[7][8]_W,0xFFFFD248
HCAN0_MB10[9][10]_W,0xFFFFD24A
HCAN0_MB10[11][12]_W,0xFFFFD24C
HCAN0_MB10[13][14]_W,0xFFFFD24E
HCAN0_MB10[15][16]_W,0xFFFFD250
HCAN0_MB10[17][18]_W,0xFFFFD252
HCAN0_MB11[0][1]_W,0xFFFFD260
HCAN0_MB11[2][3]_W,0xFFFFD262
HCAN0_MB11[4][5]_W,0xFFFFD264
HCAN0_MB11[6]_W,0xFFFFD266
HCAN0_MB11[7][8]_W,0xFFFFD268
HCAN0_MB11[9][10]_W,0xFFFFD26A
HCAN0_MB11[11][12]_W,0xFFFFD26C
HCAN0_MB11[13][14]_W,0xFFFFD26E
HCAN0_MB11[15][16]_W,0xFFFFD270
HCAN0_MB11[17][18]_W,0xFFFFD272
HCAN0_MB12[0][1]_W,0xFFFFD280
HCAN0_MB12[2][3]_W,0xFFFFD282
HCAN0_MB12[4][5]_W,0xFFFFD284
HCAN0_MB12[6]_W,0xFFFFD286
HCAN0_MB12[7][8]_W,0xFFFFD288
HCAN0_MB12[9][10]_W,0xFFFFD28A
HCAN0_MB12[11][12]_W,0xFFFFD28C
HCAN0_MB12[13][14]_W,0xFFFFD28E
HCAN0_MB12[15][16]_W,0xFFFFD290
HCAN0_MB12[17][18]_W,0xFFFFD292
HCAN0_MB13[0][1]_W,0xFFFFD2A0
HCAN0_MB13[2][3]_W,0xFFFFD2A2
HCAN0_MB13[4][5]_W,0xFFFFD2A4
HCAN0_MB13[6]_W,0xFFFFD2A6
HCAN0_MB13[7][8]_W,0xFFFFD2A8
HCAN0_MB13[9][10]_W,0xFFFFD2AA
HCAN0_MB13[11][12]_W,0xFFFFD2AC
HCAN0_MB13[13][14]_W,0xFFFFD2AE
HCAN0_MB13[15][16]_W,0xFFFFD2B0
HCAN0_MB13[17][18]_W,0xFFFFD2B2
HCAN0_MB14[0][1]_W,0xFFFFD2C0
HCAN0_MB14[2][3]_W,0xFFFFD2C2
HCAN0_MB14[4][5]_W,0xFFFFD2C4
HCAN0_MB14[6]_W,0xFFFFD2C6
HCAN0_MB14[7][8]_W,0xFFFFD2C8
HCAN0_MB14[9][10]_W,0xFFFFD2CA
HCAN0_MB14[11][12]_W,0xFFFFD2CC
HCAN0_MB14[13][14]_W,0xFFFFD2CE
HCAN0_MB14[15][16]_W,0xFFFFD2D0
HCAN0_MB14[17][18]_W,0xFFFFD2D2
HCAN0_MB15[0][1]_W,0xFFFFD2E0
HCAN0_MB15[2][3]_W,0xFFFFD2E2
HCAN0_MB15[4][5]_W,0xFFFFD2E4
HCAN0_MB15[6]_W,0xFFFFD2E6
HCAN0_MB15[7][8]_W,0xFFFFD2E8
HCAN0_MB15[9][10]_W,0xFFFFD2EA
HCAN0_MB15[11][12]_W,0xFFFFD2EC
HCAN0_MB15[13][14]_W,0xFFFFD2EE
HCAN0_MB15[15][16]_W,0xFFFFD2F0
HCAN0_MB15[17][18]_W,0xFFFFD2F2
HCAN0_MB16[0][1]_W,0xFFFFD300
HCAN0_MB16[2][3]_W,0xFFFFD302
HCAN0_MB16[4][5]_W,0xFFFFD304
HCAN0_MB16[6]_W,0xFFFFD306
HCAN0_MB16[7][8]_W,0xFFFFD308
HCAN0_MB16[9][10]_W,0xFFFFD30A
HCAN0_MB16[11][12]_W,0xFFFFD30C
HCAN0_MB16[13][14]_W,0xFFFFD30E
HCAN0_MB16[15][16]_W,0xFFFFD310
HCAN0_MB16[17][18]_W,0xFFFFD312
HCAN0_MB17[0][1]_W,0xFFFFD320
HCAN0_MB17[2][3]_W,0xFFFFD322
HCAN0_MB17[4][5]_W,0xFFFFD324
HCAN0_MB17[6]_W,0xFFFFD326
HCAN0_MB17[7][8]_W,0xFFFFD328
HCAN0_MB17[9][10]_W,0xFFFFD32A
HCAN0_MB17[11][12]_W,0xFFFFD32C
HCAN0_MB17[13][14]_W,0xFFFFD32E
HCAN0_MB17[15][16]_W,0xFFFFD330
HCAN0_MB17[17][18]_W,0xFFFFD332
HCAN0_MB18[0][1]_W,0xFFFFD340
HCAN0_MB18[2][3]_W,0xFFFFD342
HCAN0_MB18[4][5]_W,0xFFFFD344
HCAN0_MB18[6]_W,0xFFFFD346
HCAN0_MB18[7][8]_W,0xFFFFD348
HCAN0_MB18[9][10]_W,0xFFFFD34A
HCAN0_MB18[11][12]_W,0xFFFFD34C
HCAN0_MB18[13][14]_W,0xFFFFD34E
HCAN0_MB18[15][16]_W,0xFFFFD350
HCAN0_MB18[17][18]_W,0xFFFFD352
HCAN0_MB19[0][1]_W,0xFFFFD360
HCAN0_MB19[2][3]_W,0xFFFFD362
HCAN0_MB19[4][5]_W,0xFFFFD364
HCAN0_MB19[6]_W,0xFFFFD366
HCAN0_MB19[7][8]_W,0xFFFFD368
HCAN0_MB19[13][14]_W,0xFFFFD36E
HCAN0_MB19[15][16]_W,0xFFFFD370
HCAN0_MB19[17][18]_W,0xFFFFD372
HCAN0_MB19[9][10]_W,0xFFFFD37A
HCAN0_MB19[11][12]_W,0xFFFFD37C
HCAN0_MB20[0][1]_W,0xFFFFD380
HCAN0_MB20[2][3]_W,0xFFFFD382
HCAN0_MB20[4][5]_W,0xFFFFD384
HCAN0_MB20[6]_W,0xFFFFD386
HCAN0_MB20[7][8]_W,0xFFFFD388
HCAN0_MB20[9][10]_W,0xFFFFD38A
HCAN0_MB20[11][12]_W,0xFFFFD38C
HCAN0_MB20[13][14]_W,0xFFFFD38E
HCAN0_MB20[15][16]_W,0xFFFFD390
HCAN0_MB20[17][18]_W,0xFFFFD392
HCAN0_MB21[0][1]_W,0xFFFFD3A0
HCAN0_MB21[2][3]_W,0xFFFFD3A2
HCAN0_MB21[4][5]_W,0xFFFFD3A4
HCAN0_MB21[6]_W,0xFFFFD3A6
HCAN0_MB21[7][8]_W,0xFFFFD3A8
HCAN0_MB21[9][10]_W,0xFFFFD3AA
HCAN0_MB21[11][12]_W,0xFFFFD3AC
HCAN0_MB21[13][14]_W,0xFFFFD3AE
HCAN0_MB21[15][16]_W,0xFFFFD3B0
HCAN0_MB21[17][18]_W,0xFFFFD3B2
HCAN0_MB22[0][1]_W,0xFFFFD3C0
HCAN0_MB22[2][3]_W,0xFFFFD3C2
HCAN0_MB22[4][5]_W,0xFFFFD3C4
HCAN0_MB22[6]_W,0xFFFFD3C6
HCAN0_MB22[7][8]_W,0xFFFFD3C8
HCAN0_MB22[9][10]_W,0xFFFFD3CA
HCAN0_MB22[11][12]_W,0xFFFFD3CC
HCAN0_MB22[13][14]_W,0xFFFFD3CE
HCAN0_MB22[15][16]_W,0xFFFFD3D0
HCAN0_MB22[17][18]_W,0xFFFFD3D2
HCAN0_MB23[0][1]_W,0xFFFFD3E0
HCAN0_MB23[2][3]_W,0xFFFFD3E2
HCAN0_MB23[4][5]_W,0xFFFFD3E4
HCAN0_MB23[6]_W,0xFFFFD3E6
HCAN0_MB23[7][8]_W,0xFFFFD3E8
HCAN0_MB23[9][10]_W,0xFFFFD3EA
HCAN0_MB23[11][12]_W,0xFFFFD3EC
HCAN0_MB23[13][14]_W,0xFFFFD3EE
HCAN0_MB23[15][16]_W,0xFFFFD3F0
HCAN0_MB23[17][18]_W,0xFFFFD3F2
HCAN0_MB24[0][1]_W,0xFFFFD400
HCAN0_MB24[2][3]_W,0xFFFFD402
HCAN0_MB24[4][5]_W,0xFFFFD404
HCAN0_MB24[6]_W,0xFFFFD406
HCAN0_MB24[7][8]_W,0xFFFFD408
HCAN0_MB24[9][10]_W,0xFFFFD40A
HCAN0_MB24[11][12]_W,0xFFFFD40C
HCAN0_MB24[13][14]_W,0xFFFFD40E
HCAN0_MB24[15][16]_W,0xFFFFD410
HCAN0_MB24[17][18]_W,0xFFFFD412
HCAN0_MB25[0][1]_W,0xFFFFD420
HCAN0_MB25[2][3]_W,0xFFFFD422
HCAN0_MB25[4][5]_W,0xFFFFD424
HCAN0_MB25[6]_W,0xFFFFD426
HCAN0_MB25[7][8]_W,0xFFFFD428
HCAN0_MB25[9][10]_W,0xFFFFD42A
HCAN0_MB25[11][12]_W,0xFFFFD42C
HCAN0_MB25[13][14]_W,0xFFFFD42E
HCAN0_MB25[15][16]_W,0xFFFFD430
HCAN0_MB25[17][18]_W,0xFFFFD432
HCAN0_MB26[0][1]_W,0xFFFFD440
HCAN0_MB26[2][3]_W,0xFFFFD442
HCAN0_MB26[4][5]_W,0xFFFFD444
HCAN0_MB26[6]_W,0xFFFFD446
HCAN0_MB26[7][8]_W,0xFFFFD448
HCAN0_MB26[9][10]_W,0xFFFFD44A
HCAN0_MB26[11][12]_W,0xFFFFD44C
HCAN0_MB26[13][14]_W,0xFFFFD44E
HCAN0_MB26[15][16]_W,0xFFFFD450
HCAN0_MB26[17][18]_W,0xFFFFD452
HCAN0_MB27[0][1]_W,0xFFFFD460
HCAN0_MB27[2][3]_W,0xFFFFD462
HCAN0_MB27[4][5]_W,0xFFFFD464
HCAN0_MB27[6]_W,0xFFFFD466
HCAN0_MB27[7][8]_W,0xFFFFD468
HCAN0_MB27[9][10]_W,0xFFFFD46A
HCAN0_MB27[11][12]_W,0xFFFFD46C
HCAN0_MB27[13][14]_W,0xFFFFD46E
HCAN0_MB27[15][16]_W,0xFFFFD470
HCAN0_MB27[17][18]_W,0xFFFFD472
HCAN0_MB28[0][1]_W,0xFFFFD480
HCAN0_MB28[2][3]_W,0xFFFFD482
HCAN0_MB28[4][5]_W,0xFFFFD484
HCAN0_MB28[6]_W,0xFFFFD486
HCAN0_MB28[7][8]_W,0xFFFFD488
HCAN0_MB28[9][10]_W,0xFFFFD48A
HCAN0_MB28[11][12]_W,0xFFFFD48C
HCAN0_MB28[13][14]_W,0xFFFFD48E
HCAN0_MB28[15][16]_W,0xFFFFD490
HCAN0_MB28[17][18]_W,0xFFFFD492
HCAN0_MB29[0][1]_W,0xFFFFD4A0
HCAN0_MB29[2][3]_W,0xFFFFD4A2
HCAN0_MB29[4][5]_W,0xFFFFD4A4
HCAN0_MB29[6]_W,0xFFFFD4A6
HCAN0_MB29[7][8]_W,0xFFFFD4A8
HCAN0_MB29[9][10]_W,0xFFFFD4AA
HCAN0_MB29[11][12]_W,0xFFFFD4AC
HCAN0_MB29[13][14]_W,0xFFFFD4AE
HCAN0_MB29[15][16]_W,0xFFFFD4B0
HCAN0_MB29[17][18]_W,0xFFFFD4B2
HCAN0_MB30[0][1]_W,0xFFFFD4C0
HCAN0_MB30[2][3]_W,0xFFFFD4C2
HCAN0_MB30[4][5]_W,0xFFFFD4C4
HCAN0_MB30[6]_W,0xFFFFD4C6
HCAN0_MB30[7][8]_W,0xFFFFD4C8
HCAN0_MB30[9][10]_W,0xFFFFD4CA
HCAN0_MB30[11][12]_W,0xFFFFD4CC
HCAN0_MB30[13][14]_W,0xFFFFD4CE
HCAN0_MB30[15][16]_W,0xFFFFD4D0
HCAN0_MB30[17][18]_W,0xFFFFD4D2
HCAN0_MB31[0][1]_W,0xFFFFD4E0
HCAN0_MB31[2][3]_W,0xFFFFD4E2
HCAN0_MB31[4][5]_W,0xFFFFD4E4
HCAN0_MB31[6]_W,0xFFFFD4E6
HCAN0_MB31[7][8]_W,0xFFFFD4E8
HCAN0_MB31[9][10]_W,0xFFFFD4EA
HCAN0_MB31[11][12]_W,0xFFFFD4EC
HCAN0_MB31[13][14]_W,0xFFFFD4EE
HCAN0_MB31[15][16]_W,0xFFFFD4F0
HCAN0_MB31[17][18]_W,0xFFFFD4F2
HCAN1_MCR_W,0xFFFFD800
HCAN1_GSR_W,0xFFFFD802
HCAN1_BCR1_W,0xFFFFD804
HCAN1_BCR0_W,0xFFFFD806
HCAN1_IRR_W,0xFFFFD808
HCAN1_IMR_W,0xFFFFD80A
HCAN1_TEC_B,0xFFFFD80C
HCAN1_REC_B,0xFFFFD80D
HCAN1_TXPR1_W,0xFFFFD820
HCAN1_TXPR0_W,0xFFFFD822
HCAN1_TXCR1_W,0xFFFFD828
HCAN1_TXCR0_W,0xFFFFD82A
HCAN1_TXACK1_W,0xFFFFD830
HCAN1_TXACK0_W,0xFFFFD832
HCAN1_ABACK1_W,0xFFFFD838
HCAN1_ABACK0_W,0xFFFFD83A
HCAN1_RXPR1_W,0xFFFFD840
HCAN1_RXPR0_W,0xFFFFD842
HCAN1_RFPR1_W,0xFFFFD848
HCAN1_RFPR0_W,0xFFFFD84A
HCAN1_MBIMR1_W,0xFFFFD850
HCAN1_MBIMR0_W,0xFFFFD852
HCAN1_UMSR1_W,0xFFFFD858
HCAN1_UMSR0_W,0xFFFFD85A
HCAN1_TCNTR_W,0xFFFFD880
HCAN1_TCR_W,0xFFFFD882
HCAN1_TSR_W,0xFFFFD884
HCAN1_TDCR_W,0xFFFFD886
HCAN1_LOSR_W,0xFFFFD888
HCAN1_ICR0_cc_W,0xFFFFD88A
HCAN1_ICR0_tm_W,0xFFFFD88C
HCAN1_ICR1_W,0xFFFFD88E
HCAN1_TCMR0_W,0xFFFFD890
HCAN1_TCMR1_W,0xFFFFD892
HCAN1_TCMR2_W,0xFFFFD894
HCAN1_CCR_W,0xFFFFD896
HCAN1_CMAX_W,0xFFFFD898
HCAN1_TMR_W,0xFFFFD89A
HCAN1_CCR_buf_W,0xFFFFD89C
HCAN1_ICR0_buf_W,0xFFFFD89E
HCAN1_MB0[0][1]_W,0xFFFFD900
HCAN1_MB0[2][3]_W,0xFFFFD902
HCAN1_MB0[4][5]_W,0xFFFFD904
HCAN1_MB0[6]_W,0xFFFFD906
HCAN1_MB0[7][8]_W,0xFFFFD908
HCAN1_MB0[9][10]_W,0xFFFFD90A
HCAN1_MB0[11][12]_W,0xFFFFD90C
HCAN1_MB0[13][14]_W,0xFFFFD90E
HCAN1_MB0[15][16]_W,0xFFFFD910
HCAN1_MB0[17][18]_W,0xFFFFD912
HCAN1_MB1[0][1]_W,0xFFFFD920
HCAN1_MB1[2][3]_W,0xFFFFD922
HCAN1_MB1[4][5]_W,0xFFFFD924
HCAN1_MB1[6]_W,0xFFFFD926
HCAN1_MB1[7][8]_W,0xFFFFD928
HCAN1_MB1[9][10]_W,0xFFFFD92A
HCAN1_MB1[11][12]_W,0xFFFFD92C
HCAN1_MB1[13][14]_W,0xFFFFD92E
HCAN1_MB1[15][16]_W,0xFFFFD930
HCAN1_MB1[17][18]_W,0xFFFFD932
HCAN1_MB2[0][1]_W,0xFFFFD940
HCAN1_MB2[2][3]_W,0xFFFFD942
HCAN1_MB2[4][5]_W,0xFFFFD944
HCAN1_MB2[6]_W,0xFFFFD946
HCAN1_MB2[7][8]_W,0xFFFFD948
HCAN1_MB2[9][10]_W,0xFFFFD94A
HCAN1_MB2[11][12]_W,0xFFFFD94C
HCAN1_MB2[13][14]_W,0xFFFFD94E
HCAN1_MB2[15][16]_W,0xFFFFD950
HCAN1_MB2[17][18]_W,0xFFFFD952
HCAN1_MB3[0][1]_W,0xFFFFD960
HCAN1_MB3[2][3]_W,0xFFFFD962
HCAN1_MB3[4][5]_W,0xFFFFD964
HCAN1_MB3[6]_W,0xFFFFD966
HCAN1_MB3[7][8]_W,0xFFFFD968
HCAN1_MB3[9][10]_W,0xFFFFD96A
HCAN1_MB3[11][12]_W,0xFFFFD96C
HCAN1_MB3[13][14]_W,0xFFFFD96E
HCAN1_MB3[15][16]_W,0xFFFFD970
HCAN1_MB3[17][18]_W,0xFFFFD972
HCAN1_MB4[0][1]_W,0xFFFFD980
HCAN1_MB4[2][3]_W,0xFFFFD982
HCAN1_MB4[4][5]_W,0xFFFFD984
HCAN1_MB4[6]_W,0xFFFFD986
HCAN1_MB4[7][8]_W,0xFFFFD988
HCAN1_MB4[9][10]_W,0xFFFFD98A
HCAN1_MB4[11][12]_W,0xFFFFD98C
HCAN1_MB4[13][14]_W,0xFFFFD98E
HCAN1_MB4[15][16]_W,0xFFFFD990
HCAN1_MB4[17][18]_W,0xFFFFD992
HCAN1_MB5[0][1]_W,0xFFFFD9A0
HCAN1_MB5[2][3]_W,0xFFFFD9A2
HCAN1_MB5[4][5]_W,0xFFFFD9A4
HCAN1_MB5[6]_W,0xFFFFD9A6
HCAN1_MB5[7][8]_W,0xFFFFD9A8
HCAN1_MB5[9][10]_W,0xFFFFD9AA
HCAN1_MB5[11][12]_W,0xFFFFD9AC
HCAN1_MB5[13][14]_W,0xFFFFD9AE
HCAN1_MB5[15][16]_W,0xFFFFD9B0
HCAN1_MB5[17][18]_W,0xFFFFD9B2
HCAN1_MB6[0][1]_W,0xFFFFD9C0
HCAN1_MB6[2][3]_W,0xFFFFD9C2
HCAN1_MB6[4][5]_W,0xFFFFD9C4
HCAN1_MB6[6]_W,0xFFFFD9C6
HCAN1_MB6[7][8]_W,0xFFFFD9C8
HCAN1_MB6[9][10]_W,0xFFFFD9CA
HCAN1_MB6[11][12]_W,0xFFFFD9CC
HCAN1_MB6[13][14]_W,0xFFFFD9CE
HCAN1_MB6[15][16]_W,0xFFFFD9D0
HCAN1_MB6[17][18]_W,0xFFFFD9D2
HCAN1_MB7[0][1]_W,0xFFFFD9E0
HCAN1_MB7[2][3]_W,0xFFFFD9E2
HCAN1_MB7[4][5]_W,0xFFFFD9E4
HCAN1_MB7[6]_W,0xFFFFD9E6
HCAN1_MB7[7][8]_W,0xFFFFD9E8
HCAN1_MB7[9][10]_W,0xFFFFD9EA
HCAN1_MB7[11][12]_W,0xFFFFD9EC
HCAN1_MB7[13][14]_W,0xFFFFD9EE
HCAN1_MB7[15][16]_W,0xFFFFD9F0
HCAN1_MB7[17][18]_W,0xFFFFD9F2
HCAN1_MB8[0][1]_W,0xFFFFDA00
HCAN1_MB8[2][3]_W,0xFFFFDA02
HCAN1_MB8[4][5]_W,0xFFFFDA04
HCAN1_MB8[6]_W,0xFFFFDA06
HCAN1_MB8[7][8]_W,0xFFFFDA08
HCAN1_MB8[9][10]_W,0xFFFFDA0A
HCAN1_MB8[11][12]_W,0xFFFFDA0C
HCAN1_MB8[13][14]_W,0xFFFFDA0E
HCAN1_MB8[15][16]_W,0xFFFFDA10
HCAN1_MB8[17][18]_W,0xFFFFDA12
HCAN1_MB9[0][1]_W,0xFFFFDA20
HCAN1_MB9[2][3]_W,0xFFFFDA22
HCAN1_MB9[4][5]_W,0xFFFFDA24
HCAN1_MB9[6]_W,0xFFFFDA26
HCAN1_MB9[7][8]_W,0xFFFFDA28
HCAN1_MB9[9][10]_W,0xFFFFDA2A
HCAN1_MB9[11][12]_W,0xFFFFDA2C
HCAN1_MB9[13][14]_W,0xFFFFDA2E
HCAN1_MB9[15][16]_W,0xFFFFDA30
HCAN1_MB9[17][18]_W,0xFFFFDA32
HCAN1_MB10[0][1]_W,0xFFFFDA40
HCAN1_MB10[2][3]_W,0xFFFFDA42
HCAN1_MB10[4][5]_W,0xFFFFDA44
HCAN1_MB10[6]_W,0xFFFFDA46
HCAN1_MB10[7][8]_W,0xFFFFDA48
HCAN1_MB10[9][10]_W,0xFFFFDA4A
HCAN1_MB10[11][12]_W,0xFFFFDA4C
HCAN1_MB10[13][14]_W,0xFFFFDA4E
HCAN1_MB10[15][16]_W,0xFFFFDA50
HCAN1_MB10[17][18]_W,0xFFFFDA52
HCAN1_MB11[0][1]_W,0xFFFFDA60
HCAN1_MB11[2][3]_W,0xFFFFDA62
HCAN1_MB11[4][5]_W,0xFFFFDA64
HCAN1_MB11[6]_W,0xFFFFDA66
HCAN1_MB11[7][8]_W,0xFFFFDA68
HCAN1_MB11[9][10]_W,0xFFFFDA6A
HCAN1_MB11[11][12]_W,0xFFFFDA6C
HCAN1_MB11[13][14]_W,0xFFFFDA6E
HCAN1_MB11[15][16]_W,0xFFFFDA70
HCAN1_MB11[17][18]_W,0xFFFFDA72
HCAN1_MB12[0][1]_W,0xFFFFDA80
HCAN1_MB12[2][3]_W,0xFFFFDA82
HCAN1_MB12[4][5]_W,0xFFFFDA84
HCAN1_MB12[6]_W,0xFFFFDA86
HCAN1_MB12[7][8]_W,0xFFFFDA88
HCAN1_MB12[9][10]_W,0xFFFFDA8A
HCAN1_MB12[11][12]_W,0xFFFFDA8C
HCAN1_MB12[13][14]_W,0xFFFFDA8E
HCAN1_MB12[15][16]_W,0xFFFFDA90
HCAN1_MB12[17][18]_W,0xFFFFDA92
HCAN1_MB13[0][1]_W,0xFFFFDAA0
HCAN1_MB13[2][3]_W,0xFFFFDAA2
HCAN1_MB13[4][5]_W,0xFFFFDAA4
